217,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,,,Bueno,Bueno,Bueno,,,,,,,,,,No hay cursos y buena comunicación. ,Depende de ustedes. ,
218,1,Masculino,Menos de 1 año,30 a 39 años,Cadena de Suministro,Regular,,,,,,,,,Regular,Bueno,Excelente,Excelente,Bueno,,,,,,,,Buena planificación.,Hacer mas frecuente interacción entre jefe y empleado. ,
219,1,Masculino,1 a 5 años,40 a 49 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Bueno,Bueno,,,,,Bueno,,Sin comentarios. ,Sin comentarios. ,
220,1,Masculino,5 años en adelante,50 en adelante,Comercial Infraestructura,,,,,,,,Excelente,Bueno,Bueno,,Bueno,Bueno,,,,,,,Excelente,,Que el cambio de áreas siga los proyectos. ,Mejorar comunicación. ,
221,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Regular,,,Bueno,,,,,,Bueno,Regular,,Brindando una mayor atención a sus trabajadores. ,Sin comentarios. ,
222,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Excelente,Regular,Bueno,Bueno,Bueno,Bueno,,,,,,Regular,Regular,,Mas capacitación. ,Mas organización. ,
223,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Bueno,Malo,Malo,,,Bueno,,,,,,Regular,Regular,,Sin comentarios. ,Sin comentarios. ,
224,1,Masculino,Menos de 1 año,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Bueno,,,Bueno,,,,,,Bueno,Bueno,,Tomar en cuenta y mas atención al trabajador. ,Sin comentarios. ,
225,1,Masculino,Menos de 1 año,40 a 49 años,Manufactura,,,,,,,,Regular,Bueno,Regular,,,Bueno,,,,,,Bueno,Regular,,Haciendo que participe todo el personal. ,Cuidando los recursos y participando. ,
226,1,Masculino,Menos de 1 año,30 a 39 años,Manufactura,,,,,,,,Bueno,Malo,Malo,,,Bueno,,,,,,Regular,Regular,,Mejorar el salario y prestaciones. ,esforzándome mas y dando ideas para mejorar el ambiente. ,
227,1,Masculino,Menos de 1 año,30 a 39 años,Manufactura,,,,,,,,Regular,Malo,Malo,,,,,,,,,Bueno,Bueno,,Mejorar Salario. ,No se puede ya que el CEDIS León nos hace a un lado. ,
301,2,Masculino,1 a 5 años,30 a 39 años,Comercial Eléctrico,Bueno,Regular,Regular,Bueno,,,Bueno,Bueno,Bueno,Bueno,Bueno,,Regular,,Bueno,,,,Regular,Bueno,Pésimo servicio de Logística,Mejorando el servicio a clientes interno y externo por parte de logística,Cumpliendo con mis responsabilidades y apoyando a mis compañeros,
302,2,Masculino,1 a 5 años,30 a 39 años,Comercial Eléctrico,Excelente,Regular,Malo,Excelente,Regular,Excelente,Bueno,Excelente,Regular,Excelente,Excelente,Regular,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Regular,Bueno,Pésimo servicio por parte de crédito y cobranza ,Capacitando a la gente de RH enfocar los a desarrollar lideres,Estar disponible para las necesidades y permear la cultura.,
